Var1,Var2,r,se,p,n,Analysis,absZ
SdqProsoM 14yr,ItseaExter 3yr,-0.181,0.009,0,12887,FS,21.29
SmfqFullC 14yr,ItseaExter 3yr,0.05,0.008,2.57e-97,14268,FS,5.95
SmfqFullM 14yr,ItseaExter 3yr,0.141,0.009,0,12202,FS,15.84
SpinFullC 14yr,ItseaExter 3yr,0.017,0.009,1.53e-96,13915,FS,2
SppaSociaC 14yr,ItseaExter 3yr,-0.054,0.008,5.26e-162,17368,FS,7.11
SwlsFullC 14yr,ItseaExter 3yr,-0.064,0.008,1.79e-123,17350,FS,8.42
YptiFullC 14yr,ItseaExter 3yr,0.095,0.008,6.38e-110,17242,FS,12.67
ScqRestr 3yr,ItseaInter 3yr,-0.223,0.004,0,57936,FS,57.18
ScqSocia 3yr,ItseaInter 3yr,0.032,0.004,0,57973,FS,7.8
SdqProso 3yr,ItseaInter 3yr,-0.031,0.004,0,57975,FS,7.56
AsqLangu 5yr,ItseaInter 3yr,0.038,0.006,0,32929,FS,6.91
AsqMotor 5yr,ItseaInter 3yr,-0.046,0.006,0,32932,FS,8.36
CastFull 5yr,ItseaInter 3yr,0.002,0.009,0,12265,FS,0.22
CbclExter 5yr,ItseaInter 3yr,0.106,0.006,0,31934,FS,19.27
CbclInter 5yr,ItseaInter 3yr,0.219,0.005,0,31865,FS,41.32
CccCoher 5yr,ItseaInter 3yr,-0.068,0.005,0,33743,FS,12.59
CprsrsFull 5yr,ItseaInter 3yr,0.086,0.005,0,33722,FS,15.93
EasActiv 5yr,ItseaInter 3yr,-0.049,0.006,0,31842,FS,8.75
EasEmoti 5yr,ItseaInter 3yr,-0.118,0.006,0,31847,FS,21.45
EasShyne 5yr,ItseaInter 3yr,0.098,0.006,0,31833,FS,17.5
EasSocia 5yr,ItseaInter 3yr,0.059,0.006,0,31840,FS,10.54
SlasFull 5yr,ItseaInter 3yr,-0.074,0.011,0,8711,FS,6.92
SprakExpre 5yr,ItseaInter 3yr,0.074,0.006,0,28390,FS,12.54
SprakRecep 5yr,ItseaInter 3yr,0.071,0.006,0,28393,FS,12.03
SprakSeman 5yr,ItseaInter 3yr,0.07,0.006,0,28406,FS,11.86
CccCoher 8yr,ItseaInter 3yr,0.074,0.006,0,25716,FS,11.94
CebqFull 8yr,ItseaInter 3yr,0.067,0.005,0,35705,FS,12.64
NhpicBenev 8yr,ItseaInter 3yr,0.048,0.005,0,35789,FS,9.06
NhpicConsc 8yr,ItseaInter 3yr,0.042,0.005,0,35792,FS,7.92
RsdbdAdhd 8yr,ItseaInter 3yr,0.061,0.005,0,35817,FS,11.51
RsdbdCondu 8yr,ItseaInter 3yr,0.021,0.005,0,35870,FS,3.96
RsdbdHyper 8yr,ItseaInter 3yr,0.059,0.005,0,35807,FS,11.13
RsdbdInatt 8yr,ItseaInter 3yr,0.05,0.005,0,35816,FS,9.43
RsdbdOdd 8yr,ItseaInter 3yr,0.101,0.005,0,35801,FS,19.42
ScaredFull 8yr,ItseaInter 3yr,0.104,0.005,0,35828,FS,20
ScqRestr 8yr,ItseaInter 3yr,-0.139,0.005,0,35772,FS,26.73
ScqSocia 8yr,ItseaInter 3yr,0.007,0.005,0,35798,FS,1.32
SmfqFull 8yr,ItseaInter 3yr,0.113,0.005,0,35778,FS,21.73
SpinFull 8yr,ItseaInter 3yr,0.094,0.005,0,35005,FS,17.74
SprakSeman 8yr,ItseaInter 3yr,0.088,0.007,0,21310,FS,12.94
CapeFullC 14yr,ItseaInter 3yr,0.043,0.008,0,17299,FS,5.66
PeqParenC 14yr,ItseaInter 3yr,-0.012,0.008,0,17344,FS,1.58
SbSchooC 14yr,ItseaInter 3yr,0.015,0.008,0,15805,FS,1.88
SclAnxieC 14yr,ItseaInter 3yr,0.029,0.008,0,15814,FS,3.67
SclDepreC 14yr,ItseaInter 3yr,0.028,0.008,0,15809,FS,3.54
SdqProsoC 14yr,ItseaInter 3yr,-0.004,0.008,0,15838,FS,0.51
SdqProsoM 14yr,ItseaInter 3yr,-0.04,0.009,0,12883,FS,4.55
SmfqFullC 14yr,ItseaInter 3yr,0.022,0.008,0,14263,FS,2.62
SmfqFullM 14yr,ItseaInter 3yr,0.062,0.009,0,12199,FS,6.89
SpinFullC 14yr,ItseaInter 3yr,0.028,0.009,0,13909,FS,3.29
SppaSociaC 14yr,ItseaInter 3yr,-0.044,0.008,0,17361,FS,5.79
SwlsFullC 14yr,ItseaInter 3yr,-0.016,0.008,0,17343,FS,2.11
YptiFullC 14yr,ItseaInter 3yr,-0.007,0.008,0,17235,FS,0.92
ScqSocia 3yr,ScqRestr 3yr,0.073,0.004,0,58309,FS,17.8
SdqProso 3yr,ScqRestr 3yr,0.087,0.004,0,58189,FS,21.22
AsqLangu 5yr,ScqRestr 3yr,-0.058,0.006,0,33001,FS,10.55
AsqMotor 5yr,ScqRestr 3yr,0.073,0.006,0,33002,FS,13.27
CastFull 5yr,ScqRestr 3yr,0.041,0.009,0,12283,FS,4.56
CbclExter 5yr,ScqRestr 3yr,-0.19,0.005,6.8e-126,31995,FS,35.19
CbclInter 5yr,ScqRestr 3yr,-0.166,0.005,1.02e-205,31926,FS,30.74
CccCoher 5yr,ScqRestr 3yr,0.173,0.005,5.36e-126,33818,FS,32.64
CprsrsFull 5yr,ScqRestr 3yr,-0.212,0.005,1.34e-155,33795,FS,40.77
EasActiv 5yr,ScqRestr 3yr,-0.103,0.006,2.47e-102,31903,FS,18.73
EasEmoti 5yr,ScqRestr 3yr,0.109,0.006,0,31908,FS,19.82
EasShyne 5yr,ScqRestr 3yr,-0.04,0.006,1.06e-93,31892,FS,7.14
EasSocia 5yr,ScqRestr 3yr,-0.043,0.006,1.1125369293266e-308,31900,FS,7.68
SlasFull 5yr,ScqRestr 3yr,0.068,0.011,0,8731,FS,6.36
SprakExpre 5yr,ScqRestr 3yr,-0.091,0.006,0,28458,FS,15.42
SprakRecep 5yr,ScqRestr 3yr,-0.131,0.006,0,28461,FS,22.59
SprakSeman 5yr,ScqRestr 3yr,-0.174,0.006,0,28474,FS,30.53
CccCoher 8yr,ScqRestr 3yr,-0.179,0.006,8.32e-102,25761,FS,29.83
CebqFull 8yr,ScqRestr 3yr,-0.097,0.005,3.23e-183,35797,FS,18.65
NhpicBenev 8yr,ScqRestr 3yr,-0.111,0.005,1.97e-55,35880,FS,21.35
NhpicConsc 8yr,ScqRestr 3yr,0.074,0.005,7.42e-53,35883,FS,13.96
RsdbdAdhd 8yr,ScqRestr 3yr,-0.199,0.005,4.04e-42,35909,FS,39.02
RsdbdCondu 8yr,ScqRestr 3yr,-0.086,0.005,0,35962,FS,16.54
RsdbdHyper 8yr,ScqRestr 3yr,-0.186,0.005,2.59e-167,35899,FS,36.47
RsdbdInatt 8yr,ScqRestr 3yr,-0.169,0.005,6.83e-87,35908,FS,33.14
RsdbdOdd 8yr,ScqRestr 3yr,-0.131,0.005,3.7e-158,35893,FS,25.19
ScaredFull 8yr,ScqRestr 3yr,-0.065,0.005,0,35920,FS,12.26
ScqRestr 8yr,ScqRestr 3yr,0.326,0.005,0,35954,FS,69.36
ScqSocia 8yr,ScqRestr 3yr,-0.006,0.005,1.93e-174,35959,FS,1.13
SmfqFull 8yr,ScqRestr 3yr,-0.146,0.005,0,35869,FS,28.08
SpinFull 8yr,ScqRestr 3yr,-0.06,0.005,0,35093,FS,11.32
SprakSeman 8yr,ScqRestr 3yr,-0.14,0.007,0,21350,FS,20.9
CapeFullC 14yr,ScqRestr 3yr,-0.005,0.008,6.9e-98,17353,FS,0.66
PeqParenC 14yr,ScqRestr 3yr,0.026,0.008,9.24e-55,17397,FS,3.42
SbSchooC 14yr,ScqRestr 3yr,0.008,0.008,3e-44,15852,FS,1.01
SclAnxieC 14yr,ScqRestr 3yr,0.013,0.008,6.76e-277,15860,FS,1.65
SclDepreC 14yr,ScqRestr 3yr,0.01,0.008,1.57e-103,15855,FS,1.27
SdqProsoC 14yr,ScqRestr 3yr,0.044,0.008,7.86e-28,15883,FS,5.57
SdqProsoM 14yr,ScqRestr 3yr,0.067,0.009,0,12914,FS,7.61
SmfqFullC 14yr,ScqRestr 3yr,0.014,0.008,1.7e-39,14298,FS,1.67
SmfqFullM 14yr,ScqRestr 3yr,-0.052,0.009,0,12231,FS,5.78
SpinFullC 14yr,ScqRestr 3yr,0.005,0.009,1.09e-38,13941,FS,0.59
SppaSociaC 14yr,ScqRestr 3yr,0.011,0.008,5.1e-95,17414,FS,1.45
SwlsFullC 14yr,ScqRestr 3yr,-0.003,0.008,1.17e-58,17396,FS,0.39
YptiFullC 14yr,ScqRestr 3yr,-0.044,0.008,2.09e-42,17289,FS,5.79
SdqProso 3yr,ScqSocia 3yr,-0.253,0.004,0,58226,FS,64.87
AsqLangu 5yr,ScqSocia 3yr,0.276,0.005,0,33021,FS,54.12
AsqMotor 5yr,ScqSocia 3yr,-0.219,0.005,0,33024,FS,42.12
CastFull 5yr,ScqSocia 3yr,-0.185,0.009,0,12294,FS,21.26
CbclExter 5yr,ScqSocia 3yr,0.097,0.006,0,32016,FS,17.64
CbclInter 5yr,ScqSocia 3yr,0.079,0.006,0,31946,FS,14.11
CccCoher 5yr,ScqSocia 3yr,-0.169,0.005,0,33841,FS,31.89
CprsrsFull 5yr,ScqSocia 3yr,0.128,0.005,0,33818,FS,24.15
EasActiv 5yr,ScqSocia 3yr,-0.054,0.006,0,31923,FS,9.64
EasEmoti 5yr,ScqSocia 3yr,-0.053,0.006,0,31928,FS,9.46
EasShyne 5yr,ScqSocia 3yr,0.121,0.006,0,31912,FS,22
EasSocia 5yr,ScqSocia 3yr,0.128,0.006,0,31920,FS,23.27
SlasFull 5yr,ScqSocia 3yr,-0.34,0.01,0,8737,FS,35.79
SprakExpre 5yr,ScqSocia 3yr,0.11,0.006,0,28476,FS,18.64
SprakRecep 5yr,ScqSocia 3yr,0.092,0.006,0,28479,FS,15.59
SprakSeman 5yr,ScqSocia 3yr,0.114,0.006,0,28492,FS,19.66
CccCoher 8yr,ScqSocia 3yr,0.205,0.006,0,25777,FS,34.17
CebqFull 8yr,ScqSocia 3yr,-0.034,0.005,0,35819,FS,6.42
NhpicBenev 8yr,ScqSocia 3yr,0.032,0.005,0,35902,FS,6.04
NhpicConsc 8yr,ScqSocia 3yr,-0.101,0.005,0,35905,FS,19.42
RsdbdAdhd 8yr,ScqSocia 3yr,0.105,0.005,0,35931,FS,20.19
RsdbdCondu 8yr,ScqSocia 3yr,0.048,0.005,0,35984,FS,9.06
RsdbdHyper 8yr,ScqSocia 3yr,0.059,0.005,0,35921,FS,11.13
RsdbdInatt 8yr,ScqSocia 3yr,0.122,0.005,0,35930,FS,23.46
RsdbdOdd 8yr,ScqSocia 3yr,0.037,0.005,0,35915,FS,6.98
ScaredFull 8yr,ScqSocia 3yr,0.023,0.005,0,35942,FS,4.34
ScqRestr 8yr,ScqSocia 3yr,-0.103,0.005,0,35954,FS,19.81
ScqSocia 8yr,ScqSocia 3yr,0.279,0.005,0,35981,FS,56.94
SmfqFull 8yr,ScqSocia 3yr,0.038,0.005,0,35891,FS,7.17
SpinFull 8yr,ScqSocia 3yr,0.061,0.005,0,35114,FS,11.51
SprakSeman 8yr,ScqSocia 3yr,0.103,0.007,0,21363,FS,15.15
CapeFullC 14yr,ScqSocia 3yr,-0.052,0.008,7.25e-283,17365,FS,6.84
PeqParenC 14yr,ScqSocia 3yr,0.01,0.008,1.32e-236,17409,FS,1.32
SbSchooC 14yr,ScqSocia 3yr,-0.017,0.008,1.98e-207,15863,FS,2.15
SclAnxieC 14yr,ScqSocia 3yr,-0.055,0.008,0,15871,FS,6.96
SclDepreC 14yr,ScqSocia 3yr,-0.052,0.008,2.61e-268,15866,FS,6.58
SdqProsoC 14yr,ScqSocia 3yr,-0.072,0.008,2.02e-192,15893,FS,9.11
SdqProsoM 14yr,ScqSocia 3yr,-0.146,0.009,0,12922,FS,16.98
SmfqFullC 14yr,ScqSocia 3yr,-0.061,0.008,4.11e-174,14309,FS,7.35
SmfqFullM 14yr,ScqSocia 3yr,0.004,0.009,0,12239,FS,0.44
SpinFullC 14yr,ScqSocia 3yr,-0.013,0.009,5.58e-175,13952,FS,1.53
SppaSociaC 14yr,ScqSocia 3yr,-0.043,0.008,1.05e-276,17426,FS,5.66
SwlsFullC 14yr,ScqSocia 3yr,0.003,0.008,9.66e-240,17408,FS,0.39
YptiFullC 14yr,ScqSocia 3yr,-0.01,0.008,5.77e-223,17300,FS,1.32
AsqLangu 5yr,SdqProso 3yr,-0.167,0.005,0,33032,FS,31.51
AsqMotor 5yr,SdqProso 3yr,0.186,0.005,0,33034,FS,35.09
CastFull 5yr,SdqProso 3yr,0.091,0.009,0,12307,FS,10.22
CbclExter 5yr,SdqProso 3yr,-0.215,0.005,0,32027,FS,40.57
CbclInter 5yr,SdqProso 3yr,-0.124,0.006,0,31957,FS,22.55
CccCoher 5yr,SdqProso 3yr,0.215,0.005,0,33851,FS,41.35
CprsrsFull 5yr,SdqProso 3yr,-0.217,0.005,0,33829,FS,41.73
EasActiv 5yr,SdqProso 3yr,0.01,0.006,0,31932,FS,1.79
EasEmoti 5yr,SdqProso 3yr,0.161,0.006,0,31937,FS,29.27
EasShyne 5yr,SdqProso 3yr,-0.148,0.006,1.1125369292536e-308,31921,FS,26.91
EasSocia 5yr,SdqProso 3yr,-0.122,0.006,0,31929,FS,22.18
SlasFull 5yr,SdqProso 3yr,0.187,0.01,0,8732,FS,18.16
SprakExpre 5yr,SdqProso 3yr,-0.129,0.006,0,28484,FS,22.24
SprakRecep 5yr,SdqProso 3yr,-0.164,0.006,0,28488,FS,28.28
SprakSeman 5yr,SdqProso 3yr,-0.163,0.006,0,28501,FS,28.1
CccCoher 8yr,SdqProso 3yr,-0.188,0.006,1.77e-273,25786,FS,31.33
CebqFull 8yr,SdqProso 3yr,-0.043,0.005,0,35827,FS,8.11
NhpicBenev 8yr,SdqProso 3yr,-0.186,0.005,1.1125476792536e-308,35909,FS,36.47
NhpicConsc 8yr,SdqProso 3yr,0.197,0.005,1.9975369292536e-308,35912,FS,38.63
RsdbdAdhd 8yr,SdqProso 3yr,-0.203,0.005,1.59e-298,35937,FS,39.8
RsdbdCondu 8yr,SdqProso 3yr,-0.169,0.005,0,35990,FS,33.14
RsdbdHyper 8yr,SdqProso 3yr,-0.161,0.005,0,35927,FS,31.57
RsdbdInatt 8yr,SdqProso 3yr,-0.194,0.005,0,35936,FS,38.04
RsdbdOdd 8yr,SdqProso 3yr,-0.176,0.005,0,35921,FS,34.51
ScaredFull 8yr,SdqProso 3yr,-0.058,0.005,0,35948,FS,10.94
ScqRestr 8yr,SdqProso 3yr,0.125,0.005,0,35892,FS,24.04
ScqSocia 8yr,SdqProso 3yr,-0.071,0.005,0,35916,FS,13.4
SmfqFull 8yr,SdqProso 3yr,-0.12,0.005,0,35898,FS,23.08
SpinFull 8yr,SdqProso 3yr,-0.092,0.005,0,35122,FS,17.36
SprakSeman 8yr,SdqProso 3yr,-0.139,0.007,0,21372,FS,20.75
CapeFullC 14yr,SdqProso 3yr,0.045,0.008,8.91e-208,17377,FS,5.92
PeqParenC 14yr,SdqProso 3yr,0.035,0.008,9.37e-167,17421,FS,4.61
SbSchooC 14yr,SdqProso 3yr,-0.001,0.008,8.42e-142,15875,FS,0.13
SclAnxieC 14yr,SdqProso 3yr,0.038,0.008,0,15884,FS,4.81
SclDepreC 14yr,SdqProso 3yr,0.022,0.008,1.23e-198,15879,FS,2.78
SdqProsoC 14yr,SdqProso 3yr,0.117,0.008,1.47e-127,15923,FS,15
SdqProsoM 14yr,SdqProso 3yr,0.235,0.008,0,12947,FS,28.31
SmfqFullC 14yr,SdqProso 3yr,0.03,0.008,5.66e-120,14321,FS,3.61
SmfqFullM 14yr,SdqProso 3yr,-0.036,0.009,0,12246,FS,4
SpinFullC 14yr,SdqProso 3yr,0.014,0.009,2.16e-120,13967,FS,1.65
SppaSociaC 14yr,SdqProso 3yr,0.041,0.008,3.1e-201,17438,FS,5.39
SwlsFullC 14yr,SdqProso 3yr,0.014,0.008,6.88e-166,17420,FS,1.84
YptiFullC 14yr,SdqProso 3yr,-0.025,0.008,2.1e-151,17312,FS,3.29
AsqMotor 5yr,AsqLangu 5yr,-0.294,0.005,0,39391,FS,63.91
CastFull 5yr,AsqLangu 5yr,-0.184,0.008,0,14121,FS,22.72
CbclExter 5yr,AsqLangu 5yr,0.196,0.005,0,36311,FS,39.2
CbclInter 5yr,AsqLangu 5yr,0.134,0.005,0,36235,FS,25.77
CccCoher 5yr,AsqLangu 5yr,-0.385,0.004,0,39465,FS,89.53
CprsrsFull 5yr,AsqLangu 5yr,0.273,0.005,0,39377,FS,58.09
EasActiv 5yr,AsqLangu 5yr,-0.012,0.005,0,36202,FS,2.26
EasEmoti 5yr,AsqLangu 5yr,-0.105,0.005,0,36209,FS,20.19
EasShyne 5yr,AsqLangu 5yr,0.108,0.005,0,36195,FS,20.77
EasSocia 5yr,AsqLangu 5yr,0.096,0.005,0,36201,FS,18.46
SlasFull 5yr,AsqLangu 5yr,-0.484,0.008,0,10183,FS,63.68
SprakExpre 5yr,AsqLangu 5yr,0.252,0.005,0,33336,FS,49.41
SprakRecep 5yr,AsqLangu 5yr,0.3,0.005,0,33337,FS,60
SprakSeman 5yr,AsqLangu 5yr,0.361,0.005,0,33355,FS,75.21
CccCoher 8yr,AsqLangu 5yr,0.35,0.005,0,28284,FS,67.31
CebqFull 8yr,AsqLangu 5yr,0.032,0.006,0,28190,FS,5.33
NhpicBenev 8yr,AsqLangu 5yr,0.074,0.006,0,28258,FS,12.54
NhpicConsc 8yr,AsqLangu 5yr,-0.183,0.006,0,28258,FS,32.11
RsdbdAdhd 8yr,AsqLangu 5yr,0.214,0.006,0,28280,FS,37.54
RsdbdCondu 8yr,AsqLangu 5yr,0.097,0.006,0,28330,FS,16.44
RsdbdHyper 8yr,AsqLangu 5yr,0.127,0.006,0,28271,FS,21.53
RsdbdInatt 8yr,AsqLangu 5yr,0.241,0.006,0,28278,FS,43.04
RsdbdOdd 8yr,AsqLangu 5yr,0.094,0.006,0,28267,FS,15.93
ScaredFull 8yr,AsqLangu 5yr,0.064,0.006,0,28290,FS,10.85
ScqRestr 8yr,AsqLangu 5yr,-0.194,0.006,0,25288,FS,31.8
ScqSocia 8yr,AsqLangu 5yr,0.094,0.006,0,25308,FS,15.16
SmfqFull 8yr,AsqLangu 5yr,0.123,0.006,0,28248,FS,20.85
SpinFull 8yr,AsqLangu 5yr,0.093,0.006,0,27787,FS,15.76
SprakSeman 8yr,AsqLangu 5yr,0.23,0.006,0,23457,FS,37.1
CapeFullC 14yr,AsqLangu 5yr,-0.019,0.009,0,13444,FS,2.21
PeqParenC 14yr,AsqLangu 5yr,-0.017,0.009,0,13493,FS,1.98
SbSchooC 14yr,AsqLangu 5yr,0.021,0.009,0,13465,FS,2.44
SclAnxieC 14yr,AsqLangu 5yr,0.004,0.009,0,13480,FS,0.47
SclDepreC 14yr,AsqLangu 5yr,-0.011,0.009,0,13474,FS,1.28
SdqProsoC 14yr,AsqLangu 5yr,-0.071,0.009,0,12115,FS,7.89
SdqProsoM 14yr,AsqLangu 5yr,-0.086,0.01,0,9166,FS,8.27
SmfqFullC 14yr,AsqLangu 5yr,-0.024,0.009,0,11458,FS,2.58
SmfqFullM 14yr,AsqLangu 5yr,0.048,0.011,0,8801,FS,4.53
SpinFullC 14yr,AsqLangu 5yr,0.004,0.009,0,11213,FS,0.43
SppaSociaC 14yr,AsqLangu 5yr,-0.085,0.009,0,13501,FS,10
SwlsFullC 14yr,AsqLangu 5yr,-0.031,0.009,0,13491,FS,3.6
YptiFullC 14yr,AsqLangu 5yr,0.012,0.009,0,13401,FS,1.4
CastFull 5yr,AsqMotor 5yr,0.167,0.008,0,14158,FS,20.37
CbclExter 5yr,AsqMotor 5yr,-0.191,0.005,0,36331,FS,37.45
CbclInter 5yr,AsqMotor 5yr,-0.147,0.005,0,36255,FS,28.82
CccCoher 5yr,AsqMotor 5yr,0.249,0.005,0,39432,FS,52.98
CprsrsFull 5yr,AsqMotor 5yr,-0.285,0.005,0,39483,FS,61.96
EasActiv 5yr,AsqMotor 5yr,0.038,0.005,0,36285,FS,7.31
EasEmoti 5yr,AsqMotor 5yr,0.105,0.005,0,36292,FS,20.19
EasShyne 5yr,AsqMotor 5yr,-0.074,0.005,0,36277,FS,14.23
EasSocia 5yr,AsqMotor 5yr,-0.076,0.005,0,36283,FS,14.62
SlasFull 5yr,AsqMotor 5yr,0.382,0.009,0,10210,FS,44.94
SprakExpre 5yr,AsqMotor 5yr,-0.161,0.005,0,33306,FS,30.38
SprakRecep 5yr,AsqMotor 5yr,-0.177,0.005,0,33308,FS,33.4
SprakSeman 5yr,AsqMotor 5yr,-0.186,0.005,0,33322,FS,35.09
CccCoher 8yr,AsqMotor 5yr,-0.242,0.006,0,28269,FS,43.21
CebqFull 8yr,AsqMotor 5yr,0.001,0.006,0,28194,FS,0.17
NhpicBenev 8yr,AsqMotor 5yr,-0.057,0.006,0,28263,FS,9.66
NhpicConsc 8yr,AsqMotor 5yr,0.224,0.006,0,28263,FS,39.3
RsdbdAdhd 8yr,AsqMotor 5yr,-0.262,0.006,0,28284,FS,47.64
RsdbdCondu 8yr,AsqMotor 5yr,-0.124,0.006,0,28334,FS,21.38
RsdbdHyper 8yr,AsqMotor 5yr,-0.166,0.006,0,28275,FS,28.62
RsdbdInatt 8yr,AsqMotor 5yr,-0.284,0.006,0,28282,FS,51.64
RsdbdOdd 8yr,AsqMotor 5yr,-0.119,0.006,0,28271,FS,20.17
ScaredFull 8yr,AsqMotor 5yr,-0.073,0.006,0,28294,FS,12.37
ScqRestr 8yr,AsqMotor 5yr,0.175,0.006,0,25287,FS,28.69
ScqSocia 8yr,AsqMotor 5yr,-0.063,0.006,0,25307,FS,10
SmfqFull 8yr,AsqMotor 5yr,-0.138,0.006,0,28253,FS,23.79
SpinFull 8yr,AsqMotor 5yr,-0.076,0.006,0,27794,FS,12.67
SprakSeman 8yr,AsqMotor 5yr,-0.142,0.006,0,23436,FS,22.19
CapeFullC 14yr,AsqMotor 5yr,0.057,0.009,0,13443,FS,6.63
PeqParenC 14yr,AsqMotor 5yr,-0.002,0.009,0,13492,FS,0.23
SbSchooC 14yr,AsqMotor 5yr,0,0.009,0,13464,FS,0
SclAnxieC 14yr,AsqMotor 5yr,0.054,0.009,0,13479,FS,6.28
SclDepreC 14yr,AsqMotor 5yr,0.048,0.009,0,13473,FS,5.58
SdqProsoC 14yr,AsqMotor 5yr,0.122,0.009,0,12110,FS,13.56
SdqProsoM 14yr,AsqMotor 5yr,0.135,0.01,0,9163,FS,13.11
SmfqFullC 14yr,AsqMotor 5yr,0.068,0.009,0,11458,FS,7.31
SmfqFullM 14yr,AsqMotor 5yr,-0.042,0.011,0,8803,FS,3.96
SpinFullC 14yr,AsqMotor 5yr,0.024,0.009,0,11214,FS,2.55
SppaSociaC 14yr,AsqMotor 5yr,0.059,0.009,0,13500,FS,6.86
SwlsFullC 14yr,AsqMotor 5yr,0.007,0.009,0,13490,FS,0.81
YptiFullC 14yr,AsqMotor 5yr,-0.006,0.009,0,13401,FS,0.7
CbclExter 5yr,CastFull 5yr,-0.101,0.009,0,13491,FS,11.88
CbclInter 5yr,CastFull 5yr,-0.094,0.009,0,13465,FS,11.06
CccCoher 5yr,CastFull 5yr,0.108,0.008,0,14669,FS,13.17
CprsrsFull 5yr,CastFull 5yr,-0.148,0.008,0,14694,FS,18.27
EasActiv 5yr,CastFull 5yr,0.02,0.009,0,13374,FS,2.33
EasEmoti 5yr,CastFull 5yr,0.043,0.009,0,13376,FS,5
EasShyne 5yr,CastFull 5yr,-0.119,0.009,0,13370,FS,14
EasSocia 5yr,CastFull 5yr,-0.197,0.008,0,13372,FS,23.73
SlasFull 5yr,CastFull 5yr,0.305,0.014,0,4117,FS,21.63
SprakExpre 5yr,CastFull 5yr,-0.08,0.009,0,12514,FS,8.99
SprakRecep 5yr,CastFull 5yr,-0.063,0.009,0,12515,FS,7.08
SprakSeman 5yr,CastFull 5yr,-0.047,0.009,0,12525,FS,5.28
CccCoher 8yr,CastFull 5yr,-0.152,0.01,0,10404,FS,15.83
CebqFull 8yr,CastFull 5yr,0.008,0.01,0,10388,FS,0.82
NhpicBenev 8yr,CastFull 5yr,-0.014,0.01,0,10418,FS,1.43
NhpicConsc 8yr,CastFull 5yr,0.102,0.01,0,10417,FS,10.52
RsdbdAdhd 8yr,CastFull 5yr,-0.106,0.01,0,10411,FS,10.93
RsdbdCondu 8yr,CastFull 5yr,-0.077,0.01,0,10431,FS,7.94
RsdbdHyper 8yr,CastFull 5yr,-0.084,0.01,0,10406,FS,8.66
RsdbdInatt 8yr,CastFull 5yr,-0.109,0.01,0,10410,FS,11.24
RsdbdOdd 8yr,CastFull 5yr,-0.022,0.01,0,10403,FS,2.24
ScaredFull 8yr,CastFull 5yr,-0.011,0.01,0,10413,FS,1.12
ScqRestr 8yr,CastFull 5yr,0.118,0.01,0,9320,FS,11.57
ScqSocia 8yr,CastFull 5yr,-0.105,0.01,0,9331,FS,10.29
SmfqFull 8yr,CastFull 5yr,-0.037,0.01,0,10414,FS,3.78
SpinFull 8yr,CastFull 5yr,-0.043,0.01,0,10222,FS,4.34
SprakSeman 8yr,CastFull 5yr,-0.041,0.011,0,8699,FS,3.83
CapeFullC 14yr,CastFull 5yr,0.025,0.012,0,7190,FS,2.12
PeqParenC 14yr,CastFull 5yr,0.019,0.012,0,7216,FS,1.61
SbSchooC 14yr,CastFull 5yr,-0.015,0.012,0,7201,FS,1.27
SclAnxieC 14yr,CastFull 5yr,-0.005,0.012,0,7205,FS,0.42
SclDepreC 14yr,CastFull 5yr,0.009,0.012,0,7202,FS,0.76
SdqProsoC 14yr,CastFull 5yr,0.063,0.012,0,6457,FS,5.08
SdqProsoM 14yr,CastFull 5yr,0.075,0.018,0,3241,FS,4.29
SmfqFullC 14yr,CastFull 5yr,-0.001,0.013,0,6076,FS,0.08
SmfqFullM 14yr,CastFull 5yr,-0.024,0.018,0,3101,FS,1.33
SpinFullC 14yr,CastFull 5yr,-0.011,0.013,0,5938,FS,0.85
SppaSociaC 14yr,CastFull 5yr,0.072,0.012,0,7224,FS,6.15
SwlsFullC 14yr,CastFull 5yr,0.027,0.012,0,7212,FS,2.29
YptiFullC 14yr,CastFull 5yr,-0.025,0.012,0,7154,FS,2.12
CbclInter 5yr,CbclExter 5yr,0.368,0.005,3.5e-275,37208,FS,81.78
CccCoher 5yr,CbclExter 5yr,-0.276,0.005,2.6e-187,37214,FS,57.5
CprsrsFull 5yr,CbclExter 5yr,0.604,0.003,1.8e-250,37189,FS,183.03
EasActiv 5yr,CbclExter 5yr,0.259,0.005,1.14e-178,37022,FS,53.96
EasEmoti 5yr,CbclExter 5yr,-0.471,0.004,0,37028,FS,117.75
EasShyne 5yr,CbclExter 5yr,0.066,0.005,7.17e-157,37014,FS,12.69
EasSocia 5yr,CbclExter 5yr,-0.009,0.005,0,37019,FS,1.73
SlasFull 5yr,CbclExter 5yr,-0.189,0.01,0,9611,FS,19.29
SprakExpre 5yr,CbclExter 5yr,0.16,0.006,0,31391,FS,29.09
SprakRecep 5yr,CbclExter 5yr,0.296,0.005,0,31394,FS,56.92
SprakSeman 5yr,CbclExter 5yr,0.231,0.005,0,31405,FS,43.58
CccCoher 8yr,CbclExter 5yr,0.25,0.006,6.18e-147,27353,FS,43.86
CebqFull 8yr,CbclExter 5yr,0.133,0.006,8.61e-201,27277,FS,22.54
NhpicBenev 8yr,CbclExter 5yr,0.447,0.005,2.57e-98,27340,FS,93.12
NhpicConsc 8yr,CbclExter 5yr,-0.323,0.005,2.1e-102,27340,FS,59.81
