"Var1","Var2","r","se","p","n"
"SdqProsoC_14yr","ItseaCompe_3yr","0.048","0.0079","0.00e+00","15923"
"SdqProsoM_14yr","ItseaCompe_3yr","0.092","0.0087","0.00e+00","12946"
"SmfqFullC_14yr","ItseaCompe_3yr","0.028","0.0083","0.00e+00","14334"
"SmfqFullM_14yr","ItseaCompe_3yr","-0.03","0.009","0.00e+00","12261"
"SpinFullC_14yr","ItseaCompe_3yr","0.007","0.0085","0.00e+00","13977"
"SppaSociaC_14yr","ItseaCompe_3yr","0.016","0.0076","0.00e+00","17455"
"SwlsFullC_14yr","ItseaCompe_3yr","-0.008","0.0076","0.00e+00","17437"
"YptiFullC_14yr","ItseaCompe_3yr","-0.019","0.0076","0.00e+00","17329"
"ItseaExter_3yr","ItseaDysre_3yr","0.2","0.004","0.00e+00","58088"
"ItseaInter_3yr","ItseaDysre_3yr","0.139","0.0041","0.00e+00","58089"
"ScqRestr_3yr","ItseaDysre_3yr","-0.099","0.0041","0.00e+00","57933"
"ScqSocia_3yr","ItseaDysre_3yr","0.025","0.0042","0.00e+00","57970"
"SdqProso_3yr","ItseaDysre_3yr","-0.068","0.0041","0.00e+00","57972"
"AsqLangu_5yr","ItseaDysre_3yr","0.053","0.0055","0.00e+00","32927"
"AsqMotor_5yr","ItseaDysre_3yr","-0.061","0.0055","0.00e+00","32930"
"CastFull_5yr","ItseaDysre_3yr","0.002","0.009","0.00e+00","12262"
"CbclExter_5yr","ItseaDysre_3yr","0.153","0.0055","0.00e+00","31932"
"CbclInter_5yr","ItseaDysre_3yr","0.178","0.0054","0.00e+00","31864"
"CccCoher_5yr","ItseaDysre_3yr","-0.076","0.0054","0.00e+00","33741"
"CprsrsFull_5yr","ItseaDysre_3yr","0.138","0.0053","0.00e+00","33720"
"EasActiv_5yr","ItseaDysre_3yr","0.015","0.0056","0.00e+00","31840"
"EasEmoti_5yr","ItseaDysre_3yr","-0.117","0.0055","0.00e+00","31845"
"EasShyne_5yr","ItseaDysre_3yr","0.052","0.0056","0.00e+00","31832"
"EasSocia_5yr","ItseaDysre_3yr","-0.002","0.0056","0.00e+00","31839"
"SlasFull_5yr","ItseaDysre_3yr","-0.076","0.0107","0.00e+00","8710"
"SprakExpre_5yr","ItseaDysre_3yr","0.049","0.0059","0.00e+00","28390"
"SprakRecep_5yr","ItseaDysre_3yr","0.078","0.0059","0.00e+00","28393"
"SprakSeman_5yr","ItseaDysre_3yr","0.066","0.0059","0.00e+00","28406"
"CccCoher_8yr","ItseaDysre_3yr","0.07","0.0062","0.00e+00","25715"
"CebqFull_8yr","ItseaDysre_3yr","0.042","0.0053","0.00e+00","35704"
"NhpicBenev_8yr","ItseaDysre_3yr","0.099","0.0052","0.00e+00","35788"
"NhpicConsc_8yr","ItseaDysre_3yr","-0.075","0.0053","0.00e+00","35791"
"RsdbdAdhd_8yr","ItseaDysre_3yr","0.129","0.0052","0.00e+00","35816"
"RsdbdCondu_8yr","ItseaDysre_3yr","0.062","0.0053","0.00e+00","35869"
"RsdbdHyper_8yr","ItseaDysre_3yr","0.112","0.0052","0.00e+00","35806"
"RsdbdInatt_8yr","ItseaDysre_3yr","0.116","0.0052","0.00e+00","35815"
"RsdbdOdd_8yr","ItseaDysre_3yr","0.127","0.0052","0.00e+00","35800"
"ScaredFull_8yr","ItseaDysre_3yr","0.127","0.0052","0.00e+00","35827"
"ScqRestr_8yr","ItseaDysre_3yr","-0.086","0.0052","0.00e+00","35771"
"ScqSocia_8yr","ItseaDysre_3yr","-0.018","0.0053","0.00e+00","35797"
"SmfqFull_8yr","ItseaDysre_3yr","0.134","0.0052","0.00e+00","35777"
"SpinFull_8yr","ItseaDysre_3yr","0.075","0.0053","0.00e+00","35004"
"SprakSeman_8yr","ItseaDysre_3yr","0.061","0.0068","0.00e+00","21309"
"CapeFullC_14yr","ItseaDysre_3yr","0.028","0.0076","0.00e+00","17299"
"PeqParenC_14yr","ItseaDysre_3yr","-0.016","0.0076","3.37e-283","17344"
"SbSchooC_14yr","ItseaDysre_3yr","0.012","0.008","2.36e-241","15805"
"SclAnxieC_14yr","ItseaDysre_3yr","0.035","0.0079","0.00e+00","15814"
"SclDepreC_14yr","ItseaDysre_3yr","0.03","0.0079","3.06e-296","15809"
"SdqProsoC_14yr","ItseaDysre_3yr","-0.001","0.0079","3.15e-229","15837"
"SdqProsoM_14yr","ItseaDysre_3yr","-0.044","0.0088","0.00e+00","12883"
"SmfqFullC_14yr","ItseaDysre_3yr","0.03","0.0084","3.09e-218","14262"
"SmfqFullM_14yr","ItseaDysre_3yr","0.082","0.009","0.00e+00","12199"
"SpinFullC_14yr","ItseaDysre_3yr","0.03","0.0085","1.84e-218","13908"
"SppaSociaC_14yr","ItseaDysre_3yr","-0.032","0.0076","2.62e-322","17361"
"SwlsFullC_14yr","ItseaDysre_3yr","-0.016","0.0076","9.25e-285","17343"
"YptiFullC_14yr","ItseaDysre_3yr","-0.007","0.0076","5.13e-269","17235"
"ItseaInter_3yr","ItseaExter_3yr","0.161","0.004","0.00e+00","58091"
"ScqRestr_3yr","ItseaExter_3yr","-0.244","0.0039","2.94e-299","57956"
"ScqSocia_3yr","ItseaExter_3yr","0.052","0.0041","0.00e+00","57993"
"SdqProso_3yr","ItseaExter_3yr","-0.284","0.0038","0.00e+00","57995"
"AsqLangu_5yr","ItseaExter_3yr","0.13","0.0054","0.00e+00","32942"
"AsqMotor_5yr","ItseaExter_3yr","-0.122","0.0054","0.00e+00","32945"
"CastFull_5yr","ItseaExter_3yr","-0.05","0.009","0.00e+00","12268"
"CbclExter_5yr","ItseaExter_3yr","0.457","0.0044","1.06e-239","31948"
"CbclInter_5yr","ItseaExter_3yr","0.222","0.0053","6.99e-316","31880"
"CccCoher_5yr","ItseaExter_3yr","-0.213","0.0052","5.89e-244","33756"
"CprsrsFull_5yr","ItseaExter_3yr","0.395","0.0046","2.13e-273","33735"
"EasActiv_5yr","ItseaExter_3yr","0.163","0.0055","8.54e-224","31856"
"EasEmoti_5yr","ItseaExter_3yr","-0.319","0.005","0.00e+00","31861"
"EasShyne_5yr","ItseaExter_3yr","0.038","0.0056","6.58e-202","31848"
"EasSocia_5yr","ItseaExter_3yr","-0.003","0.0056","0.00e+00","31855"
"SlasFull_5yr","ItseaExter_3yr","-0.126","0.0105","0.00e+00","8711"
"SprakExpre_5yr","ItseaExter_3yr","0.12","0.0058","0.00e+00","28404"
"SprakRecep_5yr","ItseaExter_3yr","0.214","0.0057","0.00e+00","28407"
"SprakSeman_5yr","ItseaExter_3yr","0.185","0.0057","0.00e+00","28420"
"CccCoher_8yr","ItseaExter_3yr","0.205","0.006","5.82e-196","25726"
"CebqFull_8yr","ItseaExter_3yr","0.114","0.0052","0.00e+00","35718"
"NhpicBenev_8yr","ItseaExter_3yr","0.338","0.0047","8.11e-199","35801"
"NhpicConsc_8yr","ItseaExter_3yr","-0.237","0.005","7.63e-191","35804"
"RsdbdAdhd_8yr","ItseaExter_3yr","0.379","0.0045","1.57e-186","35830"
"RsdbdCondu_8yr","ItseaExter_3yr","0.322","0.0047","0.00e+00","35883"
"RsdbdHyper_8yr","ItseaExter_3yr","0.367","0.0046","4.64e-311","35821"
"RsdbdInatt_8yr","ItseaExter_3yr","0.319","0.0047","7.91e-226","35829"
"RsdbdOdd_8yr","ItseaExter_3yr","0.405","0.0044","1.72e-294","35815"
"ScaredFull_8yr","ItseaExter_3yr","0.084","0.0052","0.00e+00","35841"
"ScqRestr_8yr","ItseaExter_3yr","-0.192","0.0051","0.00e+00","35785"
"ScqSocia_8yr","ItseaExter_3yr","-0.008","0.0053","3.02e-319","35811"
"SmfqFull_8yr","ItseaExter_3yr","0.285","0.0049","0.00e+00","35790"
"SpinFull_8yr","ItseaExter_3yr","0.123","0.0053","0.00e+00","35018"
"SprakSeman_8yr","ItseaExter_3yr","0.179","0.0066","0.00e+00","21320"
"CapeFullC_14yr","ItseaExter_3yr","0.031","0.0076","9.67e-165","17306"
"PeqParenC_14yr","ItseaExter_3yr","-0.105","0.0075","1.78e-123","17351"
"SbSchooC_14yr","ItseaExter_3yr","0.054","0.0079","1.63e-98","15812"
"SclAnxieC_14yr","ItseaExter_3yr","0.032","0.0079","0.00e+00","15821"
"SclDepreC_14yr","ItseaExter_3yr","0.044","0.0079","5.48e-159","15816"
"SdqProsoC_14yr","ItseaExter_3yr","-0.096","0.0079","8.42e-86","15845"
"SdqProsoM_14yr","ItseaExter_3yr","-0.181","0.0085","0.00e+00","12887"
"SmfqFullC_14yr","ItseaExter_3yr","0.05","0.0084","2.57e-97","14268"
"SmfqFullM_14yr","ItseaExter_3yr","0.141","0.0089","0.00e+00","12202"
"SpinFullC_14yr","ItseaExter_3yr","0.017","0.0085","1.53e-96","13915"
"SppaSociaC_14yr","ItseaExter_3yr","-0.054","0.0076","5.26e-162","17368"
"SwlsFullC_14yr","ItseaExter_3yr","-0.064","0.0076","1.79e-123","17350"
"YptiFullC_14yr","ItseaExter_3yr","0.095","0.0075","6.38e-110","17242"
"ScqRestr_3yr","ItseaInter_3yr","-0.223","0.0039","0.00e+00","57936"
"ScqSocia_3yr","ItseaInter_3yr","0.032","0.0041","0.00e+00","57973"
"SdqProso_3yr","ItseaInter_3yr","-0.031","0.0041","0.00e+00","57975"
"AsqLangu_5yr","ItseaInter_3yr","0.038","0.0055","0.00e+00","32929"
"AsqMotor_5yr","ItseaInter_3yr","-0.046","0.0055","0.00e+00","32932"
"CastFull_5yr","ItseaInter_3yr","0.002","0.009","0.00e+00","12265"
"CbclExter_5yr","ItseaInter_3yr","0.106","0.0055","0.00e+00","31934"
"CbclInter_5yr","ItseaInter_3yr","0.219","0.0053","0.00e+00","31865"
"CccCoher_5yr","ItseaInter_3yr","-0.068","0.0054","0.00e+00","33743"
"CprsrsFull_5yr","ItseaInter_3yr","0.086","0.0054","0.00e+00","33722"
"EasActiv_5yr","ItseaInter_3yr","-0.049","0.0056","0.00e+00","31842"
"EasEmoti_5yr","ItseaInter_3yr","-0.118","0.0055","0.00e+00","31847"
"EasShyne_5yr","ItseaInter_3yr","0.098","0.0056","0.00e+00","31833"
"EasSocia_5yr","ItseaInter_3yr","0.059","0.0056","0.00e+00","31840"
"SlasFull_5yr","ItseaInter_3yr","-0.074","0.0107","0.00e+00","8711"
"SprakExpre_5yr","ItseaInter_3yr","0.074","0.0059","0.00e+00","28390"
"SprakRecep_5yr","ItseaInter_3yr","0.071","0.0059","0.00e+00","28393"
"SprakSeman_5yr","ItseaInter_3yr","0.07","0.0059","0.00e+00","28406"
"CccCoher_8yr","ItseaInter_3yr","0.074","0.0062","0.00e+00","25716"
"CebqFull_8yr","ItseaInter_3yr","0.067","0.0053","0.00e+00","35705"
"NhpicBenev_8yr","ItseaInter_3yr","0.048","0.0053","0.00e+00","35789"
"NhpicConsc_8yr","ItseaInter_3yr","0.042","0.0053","0.00e+00","35792"
"RsdbdAdhd_8yr","ItseaInter_3yr","0.061","0.0053","0.00e+00","35817"
"RsdbdCondu_8yr","ItseaInter_3yr","0.021","0.0053","0.00e+00","35870"
"RsdbdHyper_8yr","ItseaInter_3yr","0.059","0.0053","0.00e+00","35807"
"RsdbdInatt_8yr","ItseaInter_3yr","0.05","0.0053","0.00e+00","35816"
"RsdbdOdd_8yr","ItseaInter_3yr","0.101","0.0052","0.00e+00","35801"
"ScaredFull_8yr","ItseaInter_3yr","0.104","0.0052","0.00e+00","35828"
"ScqRestr_8yr","ItseaInter_3yr","-0.139","0.0052","0.00e+00","35772"
"ScqSocia_8yr","ItseaInter_3yr","0.007","0.0053","0.00e+00","35798"
"SmfqFull_8yr","ItseaInter_3yr","0.113","0.0052","0.00e+00","35778"
"SpinFull_8yr","ItseaInter_3yr","0.094","0.0053","0.00e+00","35005"
"SprakSeman_8yr","ItseaInter_3yr","0.088","0.0068","0.00e+00","21310"
"CapeFullC_14yr","ItseaInter_3yr","0.043","0.0076","0.00e+00","17299"
"PeqParenC_14yr","ItseaInter_3yr","-0.012","0.0076","0.00e+00","17344"
"SbSchooC_14yr","ItseaInter_3yr","0.015","0.008","0.00e+00","15805"
"SclAnxieC_14yr","ItseaInter_3yr","0.029","0.0079","0.00e+00","15814"
"SclDepreC_14yr","ItseaInter_3yr","0.028","0.0079","0.00e+00","15809"
"SdqProsoC_14yr","ItseaInter_3yr","-0.004","0.0079","0.00e+00","15838"
"SdqProsoM_14yr","ItseaInter_3yr","-0.04","0.0088","0.00e+00","12883"
"SmfqFullC_14yr","ItseaInter_3yr","0.022","0.0084","0.00e+00","14263"
"SmfqFullM_14yr","ItseaInter_3yr","0.062","0.009","0.00e+00","12199"
"SpinFullC_14yr","ItseaInter_3yr","0.028","0.0085","0.00e+00","13909"
"SppaSociaC_14yr","ItseaInter_3yr","-0.044","0.0076","0.00e+00","17361"
"SwlsFullC_14yr","ItseaInter_3yr","-0.016","0.0076","0.00e+00","17343"
"YptiFullC_14yr","ItseaInter_3yr","-0.007","0.0076","0.00e+00","17235"
"ScqSocia_3yr","ScqRestr_3yr","0.073","0.0041","0.00e+00","58309"
"SdqProso_3yr","ScqRestr_3yr","0.087","0.0041","0.00e+00","58189"
"AsqLangu_5yr","ScqRestr_3yr","-0.058","0.0055","0.00e+00","33001"
"AsqMotor_5yr","ScqRestr_3yr","0.073","0.0055","0.00e+00","33002"
"CastFull_5yr","ScqRestr_3yr","0.041","0.009","0.00e+00","12283"
"CbclExter_5yr","ScqRestr_3yr","-0.19","0.0054","6.80e-126","31995"
"CbclInter_5yr","ScqRestr_3yr","-0.166","0.0054","1.02e-205","31926"
"CccCoher_5yr","ScqRestr_3yr","0.173","0.0053","5.36e-126","33818"
"CprsrsFull_5yr","ScqRestr_3yr","-0.212","0.0052","1.34e-155","33795"
"EasActiv_5yr","ScqRestr_3yr","-0.103","0.0055","2.47e-102","31903"
"EasEmoti_5yr","ScqRestr_3yr","0.109","0.0055","0.00e+00","31908"
"EasShyne_5yr","ScqRestr_3yr","-0.04","0.0056","1.06e-93","31892"
"EasSocia_5yr","ScqRestr_3yr","-0.043","0.0056","1.46e-318","31900"
"SlasFull_5yr","ScqRestr_3yr","0.068","0.0107","0.00e+00","8731"
"SprakExpre_5yr","ScqRestr_3yr","-0.091","0.0059","0.00e+00","28458"
"SprakRecep_5yr","ScqRestr_3yr","-0.131","0.0058","0.00e+00","28461"
"SprakSeman_5yr","ScqRestr_3yr","-0.174","0.0057","0.00e+00","28474"
"CccCoher_8yr","ScqRestr_3yr","-0.179","0.006","8.32e-102","25761"
"CebqFull_8yr","ScqRestr_3yr","-0.097","0.0052","3.23e-183","35797"
"NhpicBenev_8yr","ScqRestr_3yr","-0.111","0.0052","1.97e-55","35880"
"NhpicConsc_8yr","ScqRestr_3yr","0.074","0.0053","7.42e-53","35883"
"RsdbdAdhd_8yr","ScqRestr_3yr","-0.199","0.0051","4.04e-42","35909"
"RsdbdCondu_8yr","ScqRestr_3yr","-0.086","0.0052","0.00e+00","35962"
"RsdbdHyper_8yr","ScqRestr_3yr","-0.186","0.0051","2.59e-167","35899"
"RsdbdInatt_8yr","ScqRestr_3yr","-0.169","0.0051","6.83e-87","35908"
"RsdbdOdd_8yr","ScqRestr_3yr","-0.131","0.0052","3.70e-158","35893"
"ScaredFull_8yr","ScqRestr_3yr","-0.065","0.0053","0.00e+00","35920"
"ScqRestr_8yr","ScqRestr_3yr","0.326","0.0047","0.00e+00","35954"
"ScqSocia_8yr","ScqRestr_3yr","-0.006","0.0053","1.93e-174","35959"
"SmfqFull_8yr","ScqRestr_3yr","-0.146","0.0052","0.00e+00","35869"
"SpinFull_8yr","ScqRestr_3yr","-0.06","0.0053","0.00e+00","35093"
"SprakSeman_8yr","ScqRestr_3yr","-0.14","0.0067","0.00e+00","21350"
"CapeFullC_14yr","ScqRestr_3yr","-0.005","0.0076","6.90e-98","17353"
"PeqParenC_14yr","ScqRestr_3yr","0.026","0.0076","9.24e-55","17397"
"SbSchooC_14yr","ScqRestr_3yr","0.008","0.0079","3.00e-44","15852"
"SclAnxieC_14yr","ScqRestr_3yr","0.013","0.0079","6.76e-277","15860"
"SclDepreC_14yr","ScqRestr_3yr","0.01","0.0079","1.57e-103","15855"
"SdqProsoC_14yr","ScqRestr_3yr","0.044","0.0079","7.86e-28","15883"
"SdqProsoM_14yr","ScqRestr_3yr","0.067","0.0088","0.00e+00","12914"
"SmfqFullC_14yr","ScqRestr_3yr","0.014","0.0084","1.70e-39","14298"
"SmfqFullM_14yr","ScqRestr_3yr","-0.052","0.009","0.00e+00","12231"
"SpinFullC_14yr","ScqRestr_3yr","0.005","0.0085","1.09e-38","13941"
"SppaSociaC_14yr","ScqRestr_3yr","0.011","0.0076","5.10e-95","17414"
"SwlsFullC_14yr","ScqRestr_3yr","-0.003","0.0076","1.17e-58","17396"
"YptiFullC_14yr","ScqRestr_3yr","-0.044","0.0076","2.09e-42","17289"
"SdqProso_3yr","ScqSocia_3yr","-0.253","0.0039","0.00e+00","58226"
"AsqLangu_5yr","ScqSocia_3yr","0.276","0.0051","0.00e+00","33021"
"AsqMotor_5yr","ScqSocia_3yr","-0.219","0.0052","0.00e+00","33024"
"CastFull_5yr","ScqSocia_3yr","-0.185","0.0087","0.00e+00","12294"
"CbclExter_5yr","ScqSocia_3yr","0.097","0.0055","0.00e+00","32016"
"CbclInter_5yr","ScqSocia_3yr","0.079","0.0056","0.00e+00","31946"
"CccCoher_5yr","ScqSocia_3yr","-0.169","0.0053","0.00e+00","33841"
"CprsrsFull_5yr","ScqSocia_3yr","0.128","0.0053","0.00e+00","33818"
"EasActiv_5yr","ScqSocia_3yr","-0.054","0.0056","0.00e+00","31923"
"EasEmoti_5yr","ScqSocia_3yr","-0.053","0.0056","0.00e+00","31928"
"EasShyne_5yr","ScqSocia_3yr","0.121","0.0055","0.00e+00","31912"
"EasSocia_5yr","ScqSocia_3yr","0.128","0.0055","0.00e+00","31920"
"SlasFull_5yr","ScqSocia_3yr","-0.34","0.0095","0.00e+00","8737"
"SprakExpre_5yr","ScqSocia_3yr","0.11","0.0059","0.00e+00","28476"
"SprakRecep_5yr","ScqSocia_3yr","0.092","0.0059","0.00e+00","28479"
"SprakSeman_5yr","ScqSocia_3yr","0.114","0.0058","0.00e+00","28492"
"CccCoher_8yr","ScqSocia_3yr","0.205","0.006","0.00e+00","25777"
"CebqFull_8yr","ScqSocia_3yr","-0.034","0.0053","0.00e+00","35819"
"NhpicBenev_8yr","ScqSocia_3yr","0.032","0.0053","0.00e+00","35902"
"NhpicConsc_8yr","ScqSocia_3yr","-0.101","0.0052","0.00e+00","35905"
"RsdbdAdhd_8yr","ScqSocia_3yr","0.105","0.0052","0.00e+00","35931"
"RsdbdCondu_8yr","ScqSocia_3yr","0.048","0.0053","0.00e+00","35984"
"RsdbdHyper_8yr","ScqSocia_3yr","0.059","0.0053","0.00e+00","35921"
"RsdbdInatt_8yr","ScqSocia_3yr","0.122","0.0052","0.00e+00","35930"
"RsdbdOdd_8yr","ScqSocia_3yr","0.037","0.0053","0.00e+00","35915"
"ScaredFull_8yr","ScqSocia_3yr","0.023","0.0053","0.00e+00","35942"
"ScqRestr_8yr","ScqSocia_3yr","-0.103","0.0052","0.00e+00","35954"
"ScqSocia_8yr","ScqSocia_3yr","0.279","0.0049","0.00e+00","35981"
"SmfqFull_8yr","ScqSocia_3yr","0.038","0.0053","0.00e+00","35891"
"SpinFull_8yr","ScqSocia_3yr","0.061","0.0053","0.00e+00","35114"
"SprakSeman_8yr","ScqSocia_3yr","0.103","0.0068","0.00e+00","21363"
"CapeFullC_14yr","ScqSocia_3yr","-0.052","0.0076","7.25e-283","17365"
"PeqParenC_14yr","ScqSocia_3yr","0.01","0.0076","1.32e-236","17409"
"SbSchooC_14yr","ScqSocia_3yr","-0.017","0.0079","1.98e-207","15863"
"SclAnxieC_14yr","ScqSocia_3yr","-0.055","0.0079","0.00e+00","15871"
"SclDepreC_14yr","ScqSocia_3yr","-0.052","0.0079","2.61e-268","15866"
"SdqProsoC_14yr","ScqSocia_3yr","-0.072","0.0079","2.02e-192","15893"
"SdqProsoM_14yr","ScqSocia_3yr","-0.146","0.0086","0.00e+00","12922"
"SmfqFullC_14yr","ScqSocia_3yr","-0.061","0.0083","4.11e-174","14309"
"SmfqFullM_14yr","ScqSocia_3yr","0.004","0.009","0.00e+00","12239"
"SpinFullC_14yr","ScqSocia_3yr","-0.013","0.0085","5.58e-175","13952"
"SppaSociaC_14yr","ScqSocia_3yr","-0.043","0.0076","1.05e-276","17426"
"SwlsFullC_14yr","ScqSocia_3yr","0.003","0.0076","9.66e-240","17408"
"YptiFullC_14yr","ScqSocia_3yr","-0.01","0.0076","5.77e-223","17300"
"AsqLangu_5yr","SdqProso_3yr","-0.167","0.0053","0.00e+00","33032"
"AsqMotor_5yr","SdqProso_3yr","0.186","0.0053","0.00e+00","33034"
"CastFull_5yr","SdqProso_3yr","0.091","0.0089","0.00e+00","12307"
"CbclExter_5yr","SdqProso_3yr","-0.215","0.0053","0.00e+00","32027"
"CbclInter_5yr","SdqProso_3yr","-0.124","0.0055","0.00e+00","31957"
"CccCoher_5yr","SdqProso_3yr","0.215","0.0052","0.00e+00","33851"
"CprsrsFull_5yr","SdqProso_3yr","-0.217","0.0052","0.00e+00","33829"
"EasActiv_5yr","SdqProso_3yr","0.01","0.0056","0.00e+00","31932"
"EasEmoti_5yr","SdqProso_3yr","0.161","0.0055","0.00e+00","31937"
"EasShyne_5yr","SdqProso_3yr","-0.148","0.0055","9.88e-324","31921"
"EasSocia_5yr","SdqProso_3yr","-0.122","0.0055","0.00e+00","31929"
"SlasFull_5yr","SdqProso_3yr","0.187","0.0103","0.00e+00","8732"
"SprakExpre_5yr","SdqProso_3yr","-0.129","0.0058","0.00e+00","28484"
"SprakRecep_5yr","SdqProso_3yr","-0.164","0.0058","0.00e+00","28488"
"SprakSeman_5yr","SdqProso_3yr","-0.163","0.0058","0.00e+00","28501"
"CccCoher_8yr","SdqProso_3yr","-0.188","0.006","1.77e-273","25786"
"CebqFull_8yr","SdqProso_3yr","-0.043","0.0053","0.00e+00","35827"
"NhpicBenev_8yr","SdqProso_3yr","-0.186","0.0051","2.15e-313","35909"
"NhpicConsc_8yr","SdqProso_3yr","0.197","0.0051","1.77e-308","35912"
"RsdbdAdhd_8yr","SdqProso_3yr","-0.203","0.0051","1.59e-298","35937"
"RsdbdCondu_8yr","SdqProso_3yr","-0.169","0.0051","0.00e+00","35990"
"RsdbdHyper_8yr","SdqProso_3yr","-0.161","0.0051","0.00e+00","35927"
"RsdbdInatt_8yr","SdqProso_3yr","-0.194","0.0051","0.00e+00","35936"
"RsdbdOdd_8yr","SdqProso_3yr","-0.176","0.0051","0.00e+00","35921"
"ScaredFull_8yr","SdqProso_3yr","-0.058","0.0053","0.00e+00","35948"
"ScqRestr_8yr","SdqProso_3yr","0.125","0.0052","0.00e+00","35892"
"ScqSocia_8yr","SdqProso_3yr","-0.071","0.0053","0.00e+00","35916"
"SmfqFull_8yr","SdqProso_3yr","-0.12","0.0052","0.00e+00","35898"
"SpinFull_8yr","SdqProso_3yr","-0.092","0.0053","0.00e+00","35122"
"SprakSeman_8yr","SdqProso_3yr","-0.139","0.0067","0.00e+00","21372"
"CapeFullC_14yr","SdqProso_3yr","0.045","0.0076","8.91e-208","17377"
"PeqParenC_14yr","SdqProso_3yr","0.035","0.0076","9.37e-167","17421"
"SbSchooC_14yr","SdqProso_3yr","-0.001","0.0079","8.42e-142","15875"
"SclAnxieC_14yr","SdqProso_3yr","0.038","0.0079","0.00e+00","15884"
"SclDepreC_14yr","SdqProso_3yr","0.022","0.0079","1.23e-198","15879"
"SdqProsoC_14yr","SdqProso_3yr","0.117","0.0078","1.47e-127","15923"
"SdqProsoM_14yr","SdqProso_3yr","0.235","0.0083","0.00e+00","12947"
"SmfqFullC_14yr","SdqProso_3yr","0.03","0.0083","5.66e-120","14321"
"SmfqFullM_14yr","SdqProso_3yr","-0.036","0.009","0.00e+00","12246"
"SpinFullC_14yr","SdqProso_3yr","0.014","0.0085","2.16e-120","13967"
"SppaSociaC_14yr","SdqProso_3yr","0.041","0.0076","3.10e-201","17438"
"SwlsFullC_14yr","SdqProso_3yr","0.014","0.0076","6.88e-166","17420"
"YptiFullC_14yr","SdqProso_3yr","-0.025","0.0076","2.10e-151","17312"
"AsqMotor_5yr","AsqLangu_5yr","-0.294","0.0046","0.00e+00","39391"
"CastFull_5yr","AsqLangu_5yr","-0.184","0.0081","0.00e+00","14121"
"CbclExter_5yr","AsqLangu_5yr","0.196","0.005","0.00e+00","36311"
"CbclInter_5yr","AsqLangu_5yr","0.134","0.0052","0.00e+00","36235"
"CccCoher_5yr","AsqLangu_5yr","-0.385","0.0043","0.00e+00","39465"
"CprsrsFull_5yr","AsqLangu_5yr","0.273","0.0047","0.00e+00","39377"
"EasActiv_5yr","AsqLangu_5yr","-0.012","0.0053","0.00e+00","36202"
"EasEmoti_5yr","AsqLangu_5yr","-0.105","0.0052","0.00e+00","36209"
"EasShyne_5yr","AsqLangu_5yr","0.108","0.0052","0.00e+00","36195"
"EasSocia_5yr","AsqLangu_5yr","0.096","0.0052","0.00e+00","36201"
"SlasFull_5yr","AsqLangu_5yr","-0.484","0.0076","0.00e+00","10183"
"SprakExpre_5yr","AsqLangu_5yr","0.252","0.0051","0.00e+00","33336"
"SprakRecep_5yr","AsqLangu_5yr","0.3","0.005","0.00e+00","33337"
"SprakSeman_5yr","AsqLangu_5yr","0.361","0.0048","0.00e+00","33355"
"CccCoher_8yr","AsqLangu_5yr","0.35","0.0052","0.00e+00","28284"
"CebqFull_8yr","AsqLangu_5yr","0.032","0.006","0.00e+00","28190"
"NhpicBenev_8yr","AsqLangu_5yr","0.074","0.0059","0.00e+00","28258"
"NhpicConsc_8yr","AsqLangu_5yr","-0.183","0.0057","0.00e+00","28258"
"RsdbdAdhd_8yr","AsqLangu_5yr","0.214","0.0057","0.00e+00","28280"
"RsdbdCondu_8yr","AsqLangu_5yr","0.097","0.0059","0.00e+00","28330"
"RsdbdHyper_8yr","AsqLangu_5yr","0.127","0.0059","0.00e+00","28271"
"RsdbdInatt_8yr","AsqLangu_5yr","0.241","0.0056","0.00e+00","28278"
"RsdbdOdd_8yr","AsqLangu_5yr","0.094","0.0059","0.00e+00","28267"
"ScaredFull_8yr","AsqLangu_5yr","0.064","0.0059","0.00e+00","28290"
"ScqRestr_8yr","AsqLangu_5yr","-0.194","0.0061","0.00e+00","25288"
"ScqSocia_8yr","AsqLangu_5yr","0.094","0.0062","0.00e+00","25308"
"SmfqFull_8yr","AsqLangu_5yr","0.123","0.0059","0.00e+00","28248"
"SpinFull_8yr","AsqLangu_5yr","0.093","0.0059","0.00e+00","27787"
"SprakSeman_8yr","AsqLangu_5yr","0.23","0.0062","0.00e+00","23457"
"CapeFullC_14yr","AsqLangu_5yr","-0.019","0.0086","0.00e+00","13444"
"PeqParenC_14yr","AsqLangu_5yr","-0.017","0.0086","0.00e+00","13493"
"SbSchooC_14yr","AsqLangu_5yr","0.021","0.0086","0.00e+00","13465"
"SclAnxieC_14yr","AsqLangu_5yr","0.004","0.0086","0.00e+00","13480"
"SclDepreC_14yr","AsqLangu_5yr","-0.011","0.0086","0.00e+00","13474"
"SdqProsoC_14yr","AsqLangu_5yr","-0.071","0.009","0.00e+00","12115"
"SdqProsoM_14yr","AsqLangu_5yr","-0.086","0.0104","0.00e+00","9166"
"SmfqFullC_14yr","AsqLangu_5yr","-0.024","0.0093","0.00e+00","11458"
"SmfqFullM_14yr","AsqLangu_5yr","0.048","0.0106","0.00e+00","8801"
"SpinFullC_14yr","AsqLangu_5yr","0.004","0.0094","0.00e+00","11213"
