"Var1","Var2","r","se","p"
"SpinFullC_14yr","SclAnxieC_14yr","0.368","0.0072","0.00e+00"
"SppaSociaC_14yr","SclAnxieC_14yr","0.197","0.0068","0.00e+00"
"SwlsFullC_14yr","SclAnxieC_14yr","0.287","0.0065","0.00e+00"
"YptiFullC_14yr","SclAnxieC_14yr","0.063","0.0071","0.00e+00"
"SdqProsoC_14yr","SclDepreC_14yr","0.044","0.0079","0.00e+00"
"SdqProsoM_14yr","SclDepreC_14yr","0.049","0.0099","0.00e+00"
"SmfqFullC_14yr","SclDepreC_14yr","0.573","0.0055","0.00e+00"
"SmfqFullM_14yr","SclDepreC_14yr","0.345","0.0089","0.00e+00"
"SpinFullC_14yr","SclDepreC_14yr","0.383","0.0071","0.00e+00"
"SppaSociaC_14yr","SclDepreC_14yr","0.24","0.0067","0.00e+00"
"SwlsFullC_14yr","SclDepreC_14yr","0.395","0.006","0.00e+00"
"YptiFullC_14yr","SclDepreC_14yr","0.078","0.007","0.00e+00"
"SdqProsoM_14yr","SdqProsoC_14yr","0.208","0.0095","0.00e+00"
"SmfqFullC_14yr","SdqProsoC_14yr","0.016","0.0088","4.57e-256"
"SmfqFullM_14yr","SdqProsoC_14yr","0.056","0.0107","0.00e+00"
"SpinFullC_14yr","SdqProsoC_14yr","0.054","0.0088","0.00e+00"
"SppaSociaC_14yr","SdqProsoC_14yr","0.091","0.0079","1.25e-263"
"SwlsFullC_14yr","SdqProsoC_14yr","0.07","0.0079","0.00e+00"
"YptiFullC_14yr","SdqProsoC_14yr","0.053","0.0079","0.00e+00"
"SmfqFullC_14yr","SdqProsoM_14yr","0.027","0.0107","0.00e+00"
"SmfqFullM_14yr","SdqProsoM_14yr","0.164","0.0093","0.00e+00"
"SpinFullC_14yr","SdqProsoM_14yr","0.033","0.0108","0.00e+00"
"SppaSociaC_14yr","SdqProsoM_14yr","0.074","0.0098","0.00e+00"
"SwlsFullC_14yr","SdqProsoM_14yr","0.04","0.0099","0.00e+00"
"YptiFullC_14yr","SdqProsoM_14yr","0.016","0.0099","0.00e+00"
"SmfqFullM_14yr","SmfqFullC_14yr","0.173","0.0093","0.00e+00"
"SpinFullC_14yr","SmfqFullC_14yr","0.274","0.0074","0.00e+00"
"SppaSociaC_14yr","SmfqFullC_14yr","0.218","0.0075","2.89e-133"
"SwlsFullC_14yr","SmfqFullC_14yr","0.375","0.0068","2.41e-307"
"YptiFullC_14yr","SmfqFullC_14yr","0.102","0.0078","7.41e-219"
"SpinFullC_14yr","SmfqFullM_14yr","0.215","0.0092","0.00e+00"
"SppaSociaC_14yr","SmfqFullM_14yr","0.18","0.0092","0.00e+00"
"SwlsFullC_14yr","SmfqFullM_14yr","0.214","0.0091","0.00e+00"
"YptiFullC_14yr","SmfqFullM_14yr","0.034","0.0096","0.00e+00"
"SppaSociaC_14yr","SpinFullC_14yr","0.256","0.0074","0.00e+00"
"SwlsFullC_14yr","SpinFullC_14yr","0.216","0.0076","0.00e+00"
"YptiFullC_14yr","SpinFullC_14yr","0.054","0.008","0.00e+00"
"SwlsFullC_14yr","SppaSociaC_14yr","0.3","0.0061","8.41e-299"
"YptiFullC_14yr","SppaSociaC_14yr","0.069","0.0067","4.94e-212"
"YptiFullC_14yr","SwlsFullC_14yr","0.117","0.0067","0.00e+00"
